item,body,rating
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,,4.25
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"Finally got to try this. I must say, for the price it was well worth it. 
Look: Dark as night 
Smell: Bourbon, coffee, light vanilla 
Taste: Well balanced, coffee upfront, bourbon on the back end 
Feel: Medium body 
Overall: Great beer, and great value, $6.99 for a 12 ounce bottle",4.41
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"A nice BA coffee stout. Very thin for today's market, which is an attribute in general to me but this one goes a little too far into the cold brew coffee territory. 
 
Nose is excellent light roast coffee. Floral notes over dark chocolate, classic diner coffee, and some charred malt. Taste follows with the cold brew coffee note taking the lead.  
 
Great stuff. Not sure it's worth the premium over regular Speedway everyday. But now and again it definitely is.",4.09
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,,4.65
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"Great look, black with a good amount of tan head. Smell is amazing with coffee/vanilla/oak/bourbon. Taste is a little too much bitter coffee, but the barrel starts to shine one it warms way up. Tad thin for my preference. Overall an excellent beer.",4.44
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,,4.5
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,,4.25
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,,4
Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,"2022. Bought for ~15$ at Alesmith's brewery in San Diego, CA for a beer tasting with my buddy Ron. Just a few quick notes because during these tastings I don't spend too much time writing. 
 
A&S: Decent caramel-colored head, with some lacing. Black, but not jet-black colored beer. The aroma has chocolate and caramel components and is not ""in your face"". 
 
T&M: The vanilla dominates. The beer is light but flavorful. Oaky is a major component as well. 14.2 is very deceptive especially before it warms. The mouthfeel is on the lighter side of medium. The carbonation is on the higher side of medium. 
 
Overall: Very solid, would recommend.",4.34
Framboise Du Fermier,,4.5
Framboise Du Fermier,,4.96
Framboise Du Fermier,"This is another lactic SP sour that slaps you right in the face! Thankfully, it’s also full of raspberry dopeness, and I can get behind that part fosho",4.23
Framboise Du Fermier,,4.25
Framboise Du Fermier,"Interesting plum-hued body with a bit of haze and a sudsy off-white head produced with moderate pour. Overripe raspberry billows out of the glass, with additional aromatics of fruit leather, champagne, and wildflowers. Very lovely although not particularly complex. Flavors lean tart, as per usual with SP, although the intense raspberry really helps balance things out here. Kinda like eating a raspberry with a lot of seeds, resulting in a more tart, tannic character. Feel is light, astringent and puckering. Overall pretty decent, reminds me of Drie Fonteinen's Framboos (and at a similar price point, $50/750ml) 
 
87/100",4.33
Framboise Du Fermier,,5
Juice Machine,,4.5
Juice Machine,,4.5
Juice Machine,,4.58
Juice Machine,"2023-05-26 
16oz can served in a gobletty-tulip glass. Can is dated 03/02/23. Got it from @sulldaddy in NBS BIF #17. 
 
Pours murky yellowish amber, small creamy head. Smell is juicy, ripe tropical stuff -- pineapple, maybe mango. Smell rich. Taste is a bit of a departure from the smell -- juiciness is still there, but dominated by pithy bitterness. Strong bitter aftertaste. 
 
Mouthfeel is smooth, surprisingly clean -- I expected something chewy and thick. Little bit of a chalkiness. Overall, really nice beer.",4
Juice Machine,,4.75
Juice Machine,,4.75
Juice Machine,,4.49
Westly,,4.75
Westly,,4.72
Westly,,4.98
Westly,,4.54
Westly,,4.62
Westly,,4.62
Westly,,4.71
Westly,"Look - Fantstic yellowish color with a nice white head and lacing 
Smell - sour super tartness  
Taste - about the same as smell with some wood and citrus  
Feel - medium body and lighter carb 
Overall - not to bad, horrible smell",3.86
Very GGGreennn,,4.32
Very GGGreennn,,4.42
Very GGGreennn,,5
Very GGGreennn,"Canned 3/09/23 
 
I kinda picked some stuff at random when placing an order recently. I had no idea this was so highly rated. Not sure about #22 overall, but it's same good. Dank for days with a wonderfully over the top explosion of tropical fruit. Hell yeah.",4.54
Very GGGreennn,"Look - Thick hazy milky tannish orange with a white head and fantastic rimming and lacing 
Smell - tropical pineapple mango orange with a slight dankness 
Taste - tropical pineapple mange orange like the scent along with tank green dankness 
Feel - creamy medium full body with a medium light carb 
Overall - really fantatasic tropical ne haze",4.67
Double Sunshine,,4.46
Double Sunshine,,4.28
Double Sunshine,,4
Framboise Du Fermier,,4.37
Framboise Du Fermier,"750 ml bottle, poured into a New Glarus glass at ~40 degrees F. 
 
L: Pours a clear bright ruby-garnet red, at least for the first pour. Forms a thin, fizzy, short-lived white head that swiftly dies to a ring. 
 
S: The nose is all tart raspberries, with some soft oak tannins wafting in the backdrop.  
 
T: Sharp, tart, sour raspberries, with just a slight tang beneath of oak. 
 
F: Light, and not terribly lively. 
 
O: Definitely framboise to the core, with a du Fermier acidity.",4.45
Framboise Du Fermier,,4.37
Framboise Du Fermier,"Look - Just beautiful! Bright purplish red fairly clear till you pour the bottem of the bottle in the glass. Great white head and lacing 
Smell - tart raspberry lots of barrel and tart with some earthy notes 
Taste - tart raspberry slight sweet but dry with a great oak  
Feel - medium full body with a medium fizz carb slight cream 
Overall - just fantastic and super tartness with a ton of raspberry",4.53
Framboise Du Fermier,,4.11
Framboise Du Fermier,,4.74
Framboise Du Fermier,,4.35
Framboise Du Fermier,,4.85
Framboise Du Fermier,,4.56
Framboise Du Fermier,,4.46
Framboise Du Fermier,,4.73
Very GGGreennn,,4.5
Very GGGreennn,,4.5
Hopslam Ale,I always grab a few six packs of this legend when it comes out every January -ish. Seems much easier to find the past few years but absolutely a must try beer. I've always loved the faint taste and mouthfeel of honey hidden behind the massive hops and malt. One of the best beers i've ever had.,4.4
Hopslam Ale,,4.28
Hopslam Ale,Excellent DIPA. One of the best. Only drawback is that it has a pretty strong alcoholic aroma and taste which people may not prefer. Really good but just not quite in the same level as a Heady Topper or Pliny the Elder.,4.48
Hopslam Ale,"This is the best Imperial IPA. 4.45/5 is too low. Firstly, the smell and taste is exactly what a West Coast Imperial IPA should taste like. The hops are complex and massive, but balanced with the malt and the sweetness. The overall taste is not like a 10% ABV beer, but tastes more like something that is 8%. I would really like to compare it to both Heady Topper and Pliny the Elder, but this is the best beer that Bells Brewery makes.",5
Hopslam Ale,,4.48
Hopslam Ale,,4.49
Hopslam Ale,,4.1
Hopslam Ale,,4.49
Hopslam Ale,,4.16
Hopslam Ale,"Was expecting a little better with such a high rating. Overall it is definitely better than most, would probably buy again.",4.2
Hopslam Ale,,3.5
Hopslam Ale,"Here's a hot take: I don't think this is a good beer. Perhaps I got a bad batch last time, but it just didn't have the flavor profile I'd expect from a beer that almost cracks the top 250. The honey seemed to reduce the supposed ""Hopslam"" down to more of a ""hop nudge"". This meant any flavor complexity seemed to disappear as well. In this case, I think the high ABV is also detrimental as it tastes very alcoholic, and therefore heavy. Too bad, 'cause it's a heck of a value at Costco.",3.48
Hopslam Ale,"In a flight at British Open Pub. Oh my goodness. Complex and over the top in all the tight ways. A strong hops palate but also a strong malt backbone. Kinda boozy, but it's New Year's Eve.",4.28
Hopslam Ale,"Poured from 12oz can to a tulip glass. Look is fairly clear burnt orange/amber color with a foamy ivory head that takes a while to fall to a nice cap. Sits pretty still in the glass. Smell is pine, melon, caramel apple. Aroma is present but not powerful. Taste is pretty sweet up front with a hit of cantaloupe and citrus. Middle gets a shot of bitterness, but nothing too bracing. Middle sees more fruit flavor like apple and citrus. A bit of pine hits in the finish but it's balanced by a floral, honey sweetness. Balance is a key characteristic here. Aftertaste is apples, caramel and honey. Feel is medium bodied and smooth, smooth, smooth. A low carbonation pops up, but boy this is easy to drink. Overall, I should have tried this years ago, but balked at the price. This is tasty, balanced pretty well between hop bitterness and malt sweetness. Way too easy to drink given the 10% abv. I am a fan of this one though.",4.55
Hopslam Ale,,4.79
Hopslam Ale,,4.46
Hopslam Ale,"Still one of the best DIPAs on the planet even in 2022 with all the ""competition."" What makes this beer for me is the mouthfeel. It's thick and chewy without being syrupy. Wish this was around all year.",4.66
Hopslam Ale,,4.43
Hopslam Ale,,5
Hopslam Ale,,4.72
Monster Tones,,4.5
Monster Tones,,5
Monster Tones,,4.75
Monster Tones,,5
Monster Tones,,4.46
Monster Tones,,4.77
Monster Tones,,4.56
Monster Tones,"This is everything I thought it could be and oh so much more. Chocolate dominates the nose and palate for me, with smooth bourbon, natural vanilla, rich coconut, and fudge. The mouthfeel is exactly what I expect from MT - positively scrumptious.",4.82
Monster Tones,"2022 version poured from a 22oz bottle into a snifter at Ansari's Eagan, MN with Josh. Excellent viscosity and great maple and coffee flavor.",4.77
Julius,"Poured from a can into a teku glass 
Appearance – The beer pours a very hazy orange color with a big puffy head of off-white foam. THE head has a great level of retention, fading very slowly over time and leaving tons of streaky lace on the sides of the glass. 
Smell -The aroma is big of a musty grainy and bready smell mixed with lots of raw hop aromas of a herbal and earthy nature. There are other citrus aromas of orange and tangerine as well as hints of grapefruit mixed within. Notes of apricot and some grass are in there as well, giving a rather raw and sorta green smell to the brew overall. 
Taste – The taste starts out drier than one would anticipate from the nose. It begins with a mix of bready and cracker malt flavors combined with hop flavors of a very potent herbal and grapefruit hop. Notes of a floral and pine hop flavor are there as well, but these tastes are light in comparison to the herbal hop. All the hop flavors are rather “raw” in nature, having an almost hop pellet like flavor associated with them. These potent flavors are the dominant ones throughout much of the taste. While said, there is a decent showing of fruit flavors of tangerine, peach, and apricot, as well as a hint of mango. The mix of sweet, bready and hop take the taste to its end, where it leaves one with a rather green hopped and slightly fruity and malty taste to linger on the tongue. 
Mouthfeel – The body is a bit more on the creamy and chewy side with a carbonation level that is on the more moderate side. For the rich hop and malt flavors the feel is well done and makes for a nice easy sipper. 
Overall – A very nice brew overall. I think I like this better than the King Julius as it is more approachable from my standpoint, but hits all the same high notes as the king variety. Big and flavor and drinkability with a nice blend of hop, malt, and fruit.",4.44
Julius,,4.73
Julius,,4.4
Julius,,4.75
Julius,Its in the top 250 for a reason. Top tier.,4.89
Julius,,4.25
Julius,Favorite beer between this and King Julius and all the other Julius versions.,5
Julius,,4.71
Assassin,,5
Assassin,,4.75
Assassin,,4.49
Assassin,"Appearance - The beer was an inky black color with a dark head clinging to the sides of the glass.  
 
Smell - Dark malts and barrel were the primary parts of the nose.  
 
Taste - Initially, the profile was thick boozy dark chocolate. The profile with sweet, but nowhere close to being cloying. Notes of raisin, tobacco, and a hint of vanilla followed. The chocolate goodness lingered in the aftertaste. 
 
Mouthfeel - The feel was thick and sticky, clinging to the sides and top of the tongue.  
 
Overall - This beer was definitely hype worthy.",4.79
Assassin,,4.65
Assassin,,4.88
Assassin,"A: A carbon black discharge to the carafe with a tap shoe hue, while the decanter rests on a woodsmoke tone, before the radiance pins a coloration near Kurotobi. The transfer(s) occur across natural nucleated sites, which avoids the unwanted lipids/impurities on the cross-reactions, for solidifications. Accordingly, a collar formation to the inch, as latticework – marginally – pushes through a rushed retreat. The brim comes in towards the .25in, which clings to the periods that reach 1cm, while the hours further the detachments per the foam-negative materials. With this in mind, the palette to the neck has a dark beige peak, as the rushed retreat has a mars brown rim. In turn, a viscosity factor that plays to the annulling properties aforesaid, which support the nuanced droplets that attune the advanced (teary) arches  
 
S: Malts frame the dexterities above a soft hop bill, while the oak casks work to build a complicated mass around the aged aldehydes. An ignition that politely connotes La Bête Noire with a Cajeta glaze, as figgy duff pairs alongside prunes + flame raisins. There is an oak stave to plank presence in exercise, which adds a dynamic balance to the sweet midsections. Supplementary to this, a calm hop effect that reinforces the barrel toned landscapes, when symbolizing forested alder to shagbark hickory. All the while, a ventilated deduction on the vintage, beyond the bettering cask aspects. This comes at a trained interval, which nears ≥68°F, for softening & blooming the – hourly – abstractions. Correspondingly, an enlightened (smart) complication that comes without additives, where the stability is maintained & rooted through coordination. The progression optimizes the breathing periods, by characterizing Palo Cortado through rawhide over clay pipes, outside the dried fruit subtexts over Atomic Fireballs. Moreover, a structure that continuously engages in complex polymers, when denoting lignins across tannins, in the act of rolling dry constitutions  
 
T: Soft barrel entitlements to the conversions set by diastatic enzymes, where hemicelluloses contribute to the cultured caramelization(s). Namely, maltol developments to the plot, for signifying doughy accounts on Nussbrezels under a Crème brûlée guise, as bourbon coats Chelan cherries + Moyer plums. The notations have a light implication on the makings that analog MalvaBons, while lightly addressing the oak lactones thru coconut. The age offers a refined sense on the phenolic aldehydes, as they lend vanilla by vanillin, which comes with a molasses – charred – nature. Howbeit, cautious to not exceedingly burn amid the oxidized transfers, across the carafe, where Fahrenheit gets incrementally pushed. There is a leathery standing behind the hydrolysable workings, which offer a steadying composure to the sweet malt passages. This is furthered by a low toned bitterness, when detailing the dark rosin inflections. Sequentially, a blooming allowance that recapitulates the sensed perceptions on sherry, where an oxidized nuttiness supplants English toffee. The sequences have dry – tannin derived – cessations, while carefully regulating spiced eugenols & smoked guaiacols, against the softly spoken (developed) acetaldehydes  
 
M: An intensity behind C₂H₆O that’s courteous to not suffocate, when attenuating sweetness. Thus, a treacly to thick mitigation with an alleviating bite, while the smooth ebullitions amalgamate over the tempered – carbonated – tiers. A feel that’s accompanied by age, besides the aeriated drafts, for paving a weathered maturity  
 
O: The degradations on hemicelluloses are rich in their pursuit on furfurals above ethyl acetates, which is fittingly appropriate, for perceiving malt. Oak compounds are continuous in the upsurge, of clocked intervals, as they are paired alongside the relaxed wooded hops. Correspondingly, a construction that offers more harmony, when providing the time with an uncapped patience",4.46
Assassin,,4.34
Assassin,Very good. Too much hype though,4.58
Assassin,,4.29
Assassin,,4.25
Assassin,"2022 version sample from a snifter at Toppling Goliath during Stout Stock. Deep black color with a solid tan head. Slightly sweet. Seems to have smoothed out over the last few months. Very thick, has a fantastic barrel touch, but perfectly balanced.",4.73
Assassin,"On tap at Whiskey Road, Cedar Falls, IA. Served in a proper snifter. Opaque deep blackish brown in color, with a wisp of tan head. Big aromas and flavors of molasses, dark roasted malt, bourbon, and barrel char. Quite sweet, with some tannic astringency. This was the 2022 vintage, which was still a little hot. I can imagine it smoothing out a bit with age, but who has time to wait? Overall, just another world-class imperial stout from TG.",4.55
Assassin,"Look - black thick fantastic rimming 
Smell - chocolate bourbon woody and booze 
Taste - whiskey chocolate slight roasted malt and booze 
Feel - nice thick fuzzy creamy light carb 
Overall - pretty fantastic",4.79
Assassin,,4.36
Monster Tones,,4.75
Monster Tones,,5
Monster Tones,,4.75
Monster Tones,,4.79
Monster Tones,Share in Denver,4.77
Monster Tones,,4.44
Monster Tones,,4.77
Monster Tones,,4.68
Monster Tones,,4.5
Monster Tones,,4.67
Monster Tones,,4.71
JJJuliusss!,,5
JJJuliusss!,,4.5
JJJuliusss!,,4.73
JJJuliusss!,,4.75
JJJuliusss!,,4.75
JJJuliusss!,,4.75
JJJuliusss!,,5
JJJuliusss!,,4.25
JJJuliusss!,"Thanks Nick! Vigorous pour produces an amazing smell. Taste follows, juice bomb really tasty. Great medium feel. Overall everything I would expect from this legendary brewery. Touche!",4.52
JJJuliusss!,,4.75
JJJuliusss!,,4.4
Very Green,"#182, great!",4.9
Very Green,,4.54
Very Green,"Canned on August 21, poured on September 3. 
 
Great smell when poured. Strong pineapple taste throughout the glass. Great beer!",4.64
Very Green,,4.5
Very Green,,4.42
Very Green,I’ve been drinking this one for years. If you haven’t had it you need some of this...stat!,4.53
Very Green,,4.88
Very Green,,4.66
Very Green,"Appearance: Pours a cloudy goldenstraw with a two finger head; strong retention and a few shards and squiggles linger 
 
Smell: Tropical notes of mango, pineapple and orange rind; dank and somewhat grassy 
 
Taste: Tropical fruit forward with the mango and pineapple leading the impression; through the middle, there is bitter orange rind; the finish is a bit green (might I say very green) with a grassy aspect 
 
Mouthfeel: Meidum to full body and creamy; moderate carbonation with some hop burn 
 
Overall: Decent but not among my favorites from Tree House due to the hop burn in the finish; I am somewhat surprised as I have really enjoyed the other beers I have tasted in the ""Green"" series",4.08
Very Green,,4.5
Very Green,,4.56
Very Green,,4
Very Green,,4.94
Very Green,,4.44
Very Green,,4.33
Very Green,,4.19
Double Barrel V.S.O.J.,,4.75
Double Barrel V.S.O.J.,,4.67
Double Barrel V.S.O.J.,,4.62
Double Barrel V.S.O.J.,,4.5
Double Barrel V.S.O.J.,,4.6
Double Barrel V.S.O.J.,,4.47
Double Barrel V.S.O.J.,"#172, fantastic!",4.9
Double Barrel V.S.O.J.,,4.5
Double Barrel V.S.O.J.,,4.98
Double Barrel V.S.O.J.,,5
Double Barrel V.S.O.J.,,4.94
Double Barrel V.S.O.J.,,5
Double Barrel V.S.O.J.,"Phenomenal. Poured cold to a Glencairn glass. Dark burnt caramel color, minimal fuse-fast head. Aroma is unexpectedly heavy prune with a base of leather and light vanilla. First sips are laden with bourbon bite, I mean a heavy hit of hot but enjoyably sweet spirit. The barrel wood is forward, bringing images of saturated staves oozing booze and tannins. I don’t even know the ABV but it’s easy to kick back a big swig…though I only have this one lonely can to enjoy. Mouthfeel is full, with a nice stickiness. The caramel bites are all over the middle and end flavors. It carries traits similar to a stout/barleywine cuvée, like Anchorage’s Endless Endings, wherein there is a dark malt middle flavor once the sip is gone and you’re enjoying the linger. I also find it similar to Fremont’s B6K, but with a much more subdued and harmonious sweetness profile. Next time, I’ll try to get a 4-pack. I had a meeting that day…in hindsight, it was with an asshole, so my time would have been better spent ordering beer online.",5
Double Barrel V.S.O.J.,,4.89
Double Barrel V.S.O.J.,,4.72
Double Barrel V.S.O.J.,,4.66
Double Barrel V.S.O.J.,"Poured at fridge temp. Drank over the course of half hour to get full array of how this beer would taste at different temps. Just great bourbon / vanilla / raisin notes on the nose. High expectations heading in, and the flavor did not disappoint. Booze is well masked; heavy flavors of toffee, vanilla, maple, dark chocolate and bourbon.  
 
Fantastic bevvy.",4.91
Double Barrel V.S.O.J.,,5
Double Barrel V.S.O.J.,"Clear, dark ebony pour, opaque in the glass; thin, light tan partial ring sitting atop the beer. Big dark grain nose; heavy sweetness; tobacco; subtle dark chocolate. Intensely rich flavors; licorice and brown sugar; blackstrap molasses; whiskey; earthy spiciness. Heavy, chewy body; dense residual sugars; sticky; boozy warmth. 
 
This dense and complex beer exudes depth and intrigue with its rich flavors and aroma. 
 
Pouring temperature: 44 °F; canning info: 12-29-22 
Source: @ChicagoJ",4.47
Double Barrel V.S.O.J.,,4.63
Julius,"A smidge more than a fingers worth of rich fluffy light khaki colored froth... Rock solid retention... Color is a moderately hazed medium to dark tangerine.. Lovely nose of pineapple, mango and assorted citrus... Some light wheat notes linger beneath the surface... Hop presence is more floral and less citrus and reminds me of whole cone fresh hops... Some lemon zest notes as well... Feel is light to medium bodied and a touch thin... Carbonation is minimal... Highly quaffable... Enjoyable and highly recommended but much more muted than I would have expected given the lofty reputation...",4.35
Julius,,4.93
Julius,"Smell is all ripe mango with a faint hint of peach. Pour is a dark orange, and totally opaque with a small head that dissappates fairly quickly. The taste is bitter upfront, with sharp carbonation, followed hard by mango and then a peachy aftertaste. A really good beer for sure, bit it may benefit from sitting for a week on the shelf to mellow the upfront astringency some; this one was purchased from the brewery yesterday.",4.57
Julius,"The beer that made Treehouse. Bright orange haze, nice balance between sweet and bitter, reminiscent of orange zest. Mouthfeel that's pleasantly tongue-coating, but not cloyingly creamy.",4.55
Julius,"Look - orange juice, hazy, fluffy white head, scattered lacing left 
Smell - peach, melon, citrus 
Taste - peach, melon, citrus pith, hoppy 
Feel - medium body, well carbonated, citrus pith hoppy finish 
Overall - A wonderfully crafted brew coming in at 6.8% that is the epitome of a hazy, juicy, NE IPA. Right from the start with a juicy, hazy look and strong scent of tropical fruit it just feels like it's gonna be great. Then you hit the first sip and yes it is. Julius lives up to the hype. I loved the citrus pith hoppy finish. Get a hold of Julius if you can and pair up with Sweet Emotion by Aerosmith. Enjoy!",4.8
Julius,,4.26
Julius,"4 pack picked up at the Sandwich location.  
Deep orange appearance with a solid couple inches of head. 
Taste is very fruity and still balanced with some malty background. Good balance between sweet and bitter. 
Orange and orange peel. Some nectarine.  
Mouthfeel is medium, not heavy.",4.78
Julius,,4.11
Julius,,4.98
Julius,"TH's NEIPAs ar top tier and found this flagship to be their beast. Juicy with that classic hazy flavor maybe more citrus hint than expected but still very good. Go to the brewery in Sturbridge if u get a chance, quite a venue. BTW - Go early.",3.71
Julius,"Pours a very hazed honey color with a finger of cream colored head. Nice lacing & pretty good head retention  
 
S: Plenty of orange, some peaches, strawberries 
 
T: Plenty of orange, some green melon, peaches, dryness & lime up front, a little lemongrass & a touch of juicy acidity. Tangerine, lime, dryness & kiwi fruit s this beer warms up, just a little bit of grassyness & peach too. Finishes with pomelo, green melon, lime & dryness, plus a kiss of vanilla & pineapple 
 
MF: Medium body, creamy carbonation, great balance  
 
Very citrussy & juicy, maybe not quite as I imagined it to be, but still a big Hell Yeah on this, has all the juice",4.51
Julius,"Canned 4.3.23 
 
Poured at about 40° into a weizen glass 
 
First impression of all the categories put together was a flat out 'wow' 
 
Pours pure gorgeous juice with a nice off white pillowy head. 4.25 
 
Mango and peach forward aroma with some nice hoppy herbals. 4.25 
 
Bright, tropical juicy sweetness and low bitterness full hop backbone. This seriously blew me away, and I enjoy IPAs, but I love this .4.5 
 
Very soft body with low carbo, almost a touch of juicy puckering but the aftertaste was sublime. 4.5 
 
Overall to date the best IPA I've ever had, and I don't think my words have done it justice, so a solid 4.5 will have to do!",4.43
Assassin,,5
Assassin,,4.25
JJJuliusss!,,4.63
JJJuliusss!,"From a 16oz can into a tulip. Drank this last night and I forgot to record the canning date. Sometime mid-November 2022. Can message: ""Stay Gold Pony Boy"" 
 
Pours an opaque brownish orange with about one finger of white head. Incredible lacing and retention. 
 
Strong aromas of oranges and earth/dirt.  
 
Taste follows but mellows on warming with a little less distinctness. 
 
Soft, medium to full-bodied mouthfeel. Bitter aftertaste. Medium carbonation. 
 
This beer is excellent-for what it is. Seems to be missing that ""little something extra"" that most of their DIPAs have. That said, if you hand me one of these, I'm gonna drink it. Smiling.",4.32
JJJuliusss!,,4.35
JJJuliusss!,,4.62
JJJuliusss!,,4.57
JJJuliusss!,,4.75
JJJuliusss!,,4.74
JJJuliusss!,"Its with a jaw tightening, lip smacking, mouth watering series of sensations that gives Tree House's power packed Julius a newer and juicier life that'll leave us stuttering for more. 
 
The excellence in Jjjuliusss is felt starting with a similarly creamy peach and golden blend of colors and airy textures as the original Julius. The beer's dense and foggy appearance only works to make it more appetizing. A slow separation of ale from froth suggests a viscous character that carries over to an even more creamy, tangy, sweet and fruity taste just after a grassy, citrusy, herbal and piney perfume than any before. 
 
Less grassy and herbal in taste, the flavors that explode on the middle palate are dominant with all-things-orange. Tangerine, in all its tangy, fructose-sweet, branch-ripe and fresh squeezed vibrance springs to life with a zesty support of red grapefruit, lemon and lime. Tantalizing tropical fruits join the taste with pineapple and kiwi nuances. Smooth in the beer's fleeting taste, a sense of bitter sherbet with citrus zest apply their final and lasting contributions to balance. 
 
Creamy and malty-dry, the taste starts fuller and plush, but trailing bitter, herbal and dry, the soft sappiness of freshly shaven spruce links up with fragrant citrus peel for an evaporative texture and a nearly teeth-churning creamy tartness that aligns itself with sorbet desserts- Its surprising that a single sixteen ounce can can hold so much flavor.",4.52
JJJuliusss!,,4.7
Very Green,,4.34
Very Green,,4.75
Very Green,,4.19
Very Green,,4.35
Assassin,"2022 version sample from a snifter at Toppling Goliath during Assassin release on 9/12/2022. After first trying the Vanilla bean version, the standard Assassin falls a little short but is still a tremendous beer.",4.5
Assassin,,4.25
Assassin,,4.4
Chemtrailmix - Rye Barrel,"#184, so good!",4.9
Fou' Foune,,4.55
Fou' Foune,,5
Fou' Foune,,4.5
Fou' Foune,,5
Fou' Foune,,4.89
Fou' Foune,,4
Fou' Foune,,4.2
Fou' Foune,,4.9
Fou' Foune,,4.48
Fou' Foune,"A HUGE thank you to tacosandbeer for this bottle! 
 
A - Hazy medium orange gold colored pour with bright white, creamy lacing circling the top of the glass. 
 
S - Massive tart, jammy, apricot with a little bit of funk going down. 
 
T - Not as sour / tart as the nose would suggest (though still puckering). Lots of apricot jam tartness that lingers on the palate (and then some).  
 
M - Big body with vibrant carbonation giving a soft texture leaving the entire mouth watering. 
 
O - Straight up apricot with just the right amount of twangy zing. Pretty darn impressive and something special right here.",4.56
Fou' Foune,"Poured from 750ml bottle into Spencers goblet. 
 
L - Pale, hazy apricot gold pour with a topping of thin white foam, which disperses to a mild lacing. 
 
S - Tart, sugary apricot jam with perhaps a touch of cinnamon and creamy vanilla. 
 
T - Sharp sourness, almost vinegary acidity, underripe fruit, and a slight doughy grain flavor. 
 
F - Stinging carbonation, juicy to start with a dry finish. 
 
A beautifully crafted lambic which avoids the pitfalls of many other examples of the style (too sweet or too woody). The fruit is used to soften the lambic base. Excellent!",4.68
Fou' Foune,"On tap at Windsor Homebrew in Anaheim, CA. 
 
This one is like Van Gogh if he was medicated or something: the wildness is still there in its way, but now there is balance. It’s all pretty and fine, but it’s missing a bit of rage. And who doesn’t like that? Good, but Raul wouldn’t chop an ear off to get another pour. 
 
As it warms, so does Raul…",4.25
Fou' Foune,,4.5
Anabasis,"750ml waxed and capped bottle into a Side Project snifter.  
 
Pours rich, muddy, and dense. No head, no lace, huge, oily, chunky legs. Nose is booze, raisin, anise, brown sugar, sweet soy sauce, and plum. Very aromatic. Beer opens dried purple fruit. Notes of prunes, sweet soy sauce, anise, and raisin. Layers of brown sugar, molasses in the middle. Bone dry and boozy at the end. Syrup, tobacco, oak, and almost a salty molasses in the aftertaste. Fantastic complexity. Body is full with low carbonation. Thick, oily, and chewy on the palate. Boozy, bone dry finish with a sticky aftertaste.  
 
Very solid. Great complexity.",4.38
Anabasis,"Appearance - the beer was almost black in appearance with some variation in color and little carbonation. 
 
Smell - The nose was composed of the barrel and dark fruits. It lean toward the sweet side. 
 
Taste - The bourbon barrel was strong with this one, but not hot. Notes of port, fruit, leather, tobacco, cherries, and oak were present. Needless to say, it was a diverse pallet. The port and oak notes really stood out. This was a sipper. 
 
Mouthfeel - The body was not overly thick, especially when judged to today’s outrageous standards. Carbonation was muted. 
 
Overall - This is an elite barleywine.",4.65
Anabasis,,4.81
Anabasis,,4.51
Anabasis,,4.68
Anabasis,,4.79
Anabasis,"Blend #5. Thanks to Luscious_Malfoy for hooking me up with this bottle! So the appearance is not a looker: sludgy brown body, no head, but the rest of this beer is breathtaking. Big rich and complex rustic bourbon barrel, barley, toasted caramel, tons of dark fruit, rye, molasses, char, black licorice, vanillins, and leather nose. Taste is similar: adds slight anise no licorice and char though, oxidized sugars with attached earthiness, vanillins emerge over time more. Feel is thick and warm with great barrel character, barley splashes on the palate in such a smooth way, luxurious and complex, though heavy. Met the hype!",4.65
Anabasis,,4.56
Anabasis,,4.69
Anabasis,Blend 5 poured from a 750ml bottle into a tulip. Perfectly sweet. Nicely thick. This ranks up their with some of the best Revolution BW in my opinion.,4.63
Anabasis,,4.48
Anabasis,,4.47
Anabasis,,5
Anabasis,,5
